"gene_id","gene_label","gene_group","stimulus","time","comparison","baseMean","log2FC","fold_change","lfcSE","stat","pvalue","padj","ci95_low_log2FC","ci95_high_log2FC","significant_FDR05"
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","Pep1",90,"Pep1_90_vs_mock_90",298.670853350766,-0.104616160756704,0.93005235672147,0.157427393882615,-0.664535937339535,0.506347355852594,0.643233023895549,-0.413173852766629,0.203941531253222,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","Pep1",180,"Pep1_180_vs_mock_180",298.670853350766,-0.0288969276084833,0.980169440396773,0.156509850974378,-0.184633283007942,0.85351667866827,0.905483262162416,-0.335656235518265,0.277862380301298,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","chitooct",0,"chitooct_0_vs_mock_0",298.670853350766,-0.144449413744506,0.904724588343016,0.168034023758656,-0.859643841844648,0.389985399942656,1,-0.473796100311473,0.18489727282246,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","chitooct",5,"chitooct_5_vs_mock_5",298.670853350766,-0.0627525816673363,0.957435641762726,0.154688639673907,-0.405670266411434,0.684984892165463,1,-0.365942315428194,0.240437152093522,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","chitooct",10,"chitooct_10_vs_mock_10",298.670853350766,-0.0710615476598617,0.951937296475551,0.155408226350614,-0.457257310816616,0.647486109451379,1,-0.375661671307065,0.233538575987342,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","chitooct",30,"chitooct_30_vs_mock_30",298.670853350766,-0.113652914336544,0.924244901879342,0.155562388585784,-0.73059378536008,0.465027309111978,0.85228581871325,-0.41855519596468,0.191249367291593,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","chitooct",90,"chitooct_90_vs_mock_90",298.670853350766,0.0573124355590604,1.04052558232554,0.156290129322416,0.366705407485003,0.713838772564377,0.895690294824845,-0.249016217912875,0.363641089030996,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","chitooct",180,"chitooct_180_vs_mock_180",298.670853350766,0.00195685022447263,1.00135730552235,0.156956786385209,0.0124674457826249,0.990052675195457,0.999778923896193,-0.305678451090537,0.309592151539483,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","3.OH10",0,"3.OH10_0_vs_mock_0",298.670853350766,-0.169061125772695,0.889421308708495,0.155407127042125,-1.08785954023118,0.276657119921327,1,-0.473659094775261,0.13553684322987,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","3.OH10",5,"3.OH10_5_vs_mock_5",298.670853350766,-0.216037735155136,0.860926669632323,0.167876055976138,-1.28688831709177,0.198133217926381,1,-0.545074804868367,0.112999334558095,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","3.OH10",10,"3.OH10_10_vs_mock_10",298.670853350766,-0.0596110974932805,0.959522739821528,0.155847983488124,-0.382495147894056,0.702094127225922,0.999602297317036,-0.365073145130004,0.245850950143443,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","3.OH10",30,"3.OH10_30_vs_mock_30",298.670853350766,-0.143614530591324,0.905248301181898,0.154930834237041,-0.926958996242129,0.353947824056978,0.889268529275084,-0.447278965695924,0.160049904513277,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","3.OH10",90,"3.OH10_90_vs_mock_90",298.670853350766,-0.195503475809086,0.873268087158278,0.156902491050766,-1.24601894144454,0.212757441362945,0.570412509278275,-0.503032358268587,0.112025406650415,FALSE
"AT2G23820","AT2G23820","Metal-dependent phosphohydrolase","3.OH10",180,"3.OH10_180_vs_mock_180",298.670853350766,-0.11811809149444,0.921388763031466,0.156489612274606,-0.754798288382029,0.450370021041142,0.811459298833236,-0.424837731552667,0.188601548563787,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","flg22",0,"flg22_0_vs_mock_0",240.615998271296,-0.0854139852319194,0.942514040165228,0.131092838182615,-0.651553406090242,0.514689313964336,1,-0.342355948069844,0.171527977606005,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","flg22",5,"flg22_5_vs_mock_5",240.615998271296,0.156355510928123,1.11446824580749,0.122050186896468,1.28107555509731,0.200167129044498,0.940409016611253,-0.0828628553889546,0.395573877245201,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","flg22",10,"flg22_10_vs_mock_10",240.615998271296,-0.0567628350348716,0.961418963280235,0.130139913833609,-0.436167762547052,0.662715015618188,1,-0.311837066148746,0.198311396079003,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","flg22",30,"flg22_30_vs_mock_30",240.615998271296,-0.152617581321526,0.89961674414082,0.122352548769006,-1.24735923245587,0.212265807680609,0.484806633658859,-0.392428576908777,0.0871934142657252,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","flg22",90,"flg22_90_vs_mock_90",240.615998271296,-0.430749792977899,0.741876119556094,0.129152530625066,-3.33520211251903,0.000852374228590878,0.00219363589171891,-0.683888753003028,-0.177610832952769,TRUE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","flg22",180,"flg22_180_vs_mock_180",240.615998271296,0.0731048580972159,1.05197823640684,0.122384246604688,0.597338792576394,0.550281209675025,0.640803412577034,-0.166768265247972,0.312977981442404,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","elf18",0,"elf18_0_vs_mock_0",240.615998271296,-0.0512075297247129,0.965128182505931,0.121237180423462,-0.422374799099196,0.67275146929025,1,-0.288832403354699,0.186417343905273,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","elf18",5,"elf18_5_vs_mock_5",240.615998271296,0.11645453490897,1.08406745889659,0.122147824761644,0.953390165860233,0.340392422213564,1,-0.122955201623851,0.355864271441791,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","elf18",10,"elf18_10_vs_mock_10",240.615998271296,-0.086869178922615,0.941563840041883,0.121534813021349,-0.714767865791304,0.474752494466783,0.977166259291266,-0.32507741244446,0.15133905459923,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","elf18",30,"elf18_30_vs_mock_30",240.615998271296,-0.263723743152157,0.832935251596167,0.122962922832404,-2.14474198463554,0.0319734820585482,0.129966283552802,-0.504731071903669,-0.0227164144006451,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","elf18",90,"elf18_90_vs_mock_90",240.615998271296,-0.230964770414352,0.852064901639022,0.135958620485457,-1.69878724563153,0.0893592776339061,0.167980726481524,-0.497443666565847,0.0355141257371435,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","elf18",180,"elf18_180_vs_mock_180",240.615998271296,0.129376325610388,1.09382074236087,0.120445080858726,1.07415200926419,0.282754557488518,0.426780437225327,-0.106696032872714,0.36544868409349,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","nlp20",0,"nlp20_0_vs_mock_0",240.615998271296,0.0568741808916822,1.04020954468483,0.120688258755189,0.471248665597614,0.637463169574765,1,-0.179674806268488,0.293423168051852,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","nlp20",5,"nlp20_5_vs_mock_5",240.615998271296,0.120110195720468,1.08681787251871,0.132238643135851,0.908283636857016,0.363728385467595,1,-0.139077544825801,0.379297936266737,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","nlp20",10,"nlp20_10_vs_mock_10",240.615998271296,-0.00954651700455844,0.99340470372339,0.131006740828943,-0.0728704259349785,0.941909228042456,1,-0.266319729029287,0.247226695020171,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","nlp20",30,"nlp20_30_vs_mock_30",240.615998271296,0.000502488095206897,1.00034835886932,0.120450923338789,0.0041717247263731,0.996671454903514,0.999661897193793,-0.235581321648819,0.236586297839233,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","nlp20",90,"nlp20_90_vs_mock_90",240.615998271296,-0.193427638594593,0.874525502706372,0.135808976568606,-1.42426254494953,0.15437048554486,0.275822100951934,-0.459613232669061,0.0727579554798744,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","nlp20",180,"nlp20_180_vs_mock_180",240.615998271296,0.0917519024586328,1.06566346017706,0.130326648374445,0.704014901043246,0.481423493932913,0.634493952886507,-0.163688328355279,0.347192133272545,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","OGs",0,"OGs_0_vs_mock_0",240.615998271296,-0.0394074712840937,0.973054508191374,0.129872403617838,-0.303432216439559,0.761560497072654,1,-0.293957382375057,0.215142439806869,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","OGs",5,"OGs_5_vs_mock_5",240.615998271296,0.0773586768278817,1.05508459519791,0.122417579767072,0.631924573048045,0.52743616544568,1,-0.162579779515579,0.317297133171342,FALSE
"AT1G26160","AT1G26160","Metal-dependent phosphohydrolase","OGs",10,"OGs_10_vs_mock_10",240.615998271296,0.0132983558091136,1.00926033183017,0.121581373766431,0.109378232842318,0.912902497827875,1,-0.225001136773091,0.251597848391318,FALSE
